"oa_source_id","prop_np_mean","prop_np_sd","prop_fp_mean","prop_fp_sd","prop_np_found_mean","prop_np_found_sd","prop_fp_found_mean","prop_fp_found_sd","prop_nadafnee_mean","prop_nadafnee_sd","oa_source_name","journal","publisher_type","business_model","institution_type"
"https://openalex.org/S73111969",0.0924,0.0599,0.133,0.0836,0.4246,0.2604,0.5536,0.2658,0.7746,0.1141,"Journal of Eukaryotic Microbiology","Journal of Eukaryotic Microbiology","fp","hybrid","Society"
"https://openalex.org/S733369",0.16,0.0715,0.279,0.098,0.3675,0.1456,0.6325,0.1456,0.561,0.1109,"Basic and Applied Ecology","Basic and Applied Ecology","fp","OA","Society"
"https://openalex.org/S77453907",0.1334,0.0774,0.1663,0.1229,0.4959,0.2167,0.5041,0.2167,0.7002,0.1656,"AoB Plants","AOB Plants","np","OA","Non-profit"
"https://openalex.org/S78843499",0.06,0.0598,0.1497,0.1663,0.3801,0.3094,0.6199,0.3094,0.7903,0.1715,"Coastal Management","Coastal Management","fp","hybrid","Society"
"https://openalex.org/S79449806",0.2575,0.091,0.2572,0.111,0.509,0.1499,0.491,0.1499,0.4853,0.137,"Journal of Avian Biology","Journal of Avian Biology","fp","OA","Society"
"https://openalex.org/S79992667",0.2107,0.1515,0.0698,0.0622,0.7009,0.2935,0.2366,0.237,0.7195,0.173,"Annals of the Entomological Society of America","Annals of the Entomological Society of America","np","hybrid","Society"
"https://openalex.org/S80033963",0.128,0.0634,0.0121,0.023,0.9289,0.1222,0.0711,0.1222,0.8599,0.0728,"Open Biology","Open Biology","np","OA","Society"
"https://openalex.org/S80967739",0.213,0.0951,0.293,0.1183,0.4256,0.1707,0.5744,0.1707,0.494,0.1342,"Ecology Letters","Ecology Letters","fp","hybrid","Uni/Gov"
"https://openalex.org/S82098733",0.1396,0.077,0.295,0.1363,0.332,0.1648,0.668,0.1648,0.5654,0.1451,"Journal of Applied Ecology","Journal of Applied Ecology","fp","hybrid","Society"
"https://openalex.org/S82630499",0.1619,0.0959,0.1379,0.1008,0.5151,0.2726,0.4293,0.2632,0.7002,0.1587,"Journal of Orthoptera Research","Journal of Orthoptera Research","fp","OA","Society"
"https://openalex.org/S86137544",0.175,0.0995,0.178,0.1594,0.5629,0.2413,0.4371,0.2413,0.647,0.1916,"Biological reviews/Biological reviews of the Cambridge Philosophical Society","Biological Reviews","fp","hybrid","Society"
"https://openalex.org/S86308941",0.1084,0.095,0.0299,0.0441,0.6129,0.3894,0.2107,0.276,0.8616,0.1084,"Comparative Parasitology","Comparative Parasitology","np","subscription","Society"
"https://openalex.org/S87560609",0.2787,0.128,0.1237,0.0857,0.6942,0.1941,0.3009,0.1892,0.5976,0.1557,"Evolution","Evolution","np","hybrid","Society"
"https://openalex.org/S87561820",0.0142,0.0289,0.0579,0.0635,0.1703,0.2819,0.6664,0.4006,0.9279,0.0722,"Environmental Science and Pollution Research","Environmental Science and Pollution Research","fp","hybrid","Society"
"https://openalex.org/S8802318",0.0695,0.0707,0.0416,0.0671,0.5896,0.4068,0.3187,0.3748,0.8889,0.0871,"Annals of the New York Academy of Sciences","Annals of the New York Academy of Sciences","fp","hybrid","Society"
"https://openalex.org/S88168125",0.2382,0.2014,0.0903,0.1505,0.7399,0.3502,0.2075,0.305,0.6715,0.226,"Revue suisse de zoologie","Revue Suisse de Zoologie","np","OA","Society"
"https://openalex.org/S90511721",0.2029,0.0849,0.1993,0.1164,0.5186,0.1959,0.4814,0.1959,0.5978,0.1263,"Cladistics","Cladistics","fp","hybrid","Society"
"https://openalex.org/S90680744",0.1603,0.1041,0.1884,0.1512,0.4902,0.2414,0.5098,0.2414,0.6513,0.1887,"Integrative Zoology","Integrative Zoology","fp","hybrid","Society"
"https://openalex.org/S91660768",0.1934,0.1297,0.0802,0.1066,0.7829,0.2346,0.2023,0.2156,0.7264,0.193,"Philosophical Transactions of the Royal Society B Biological Sciences","Philosophical Transactions of the Royal Society B","np","hybrid","Society"
"https://openalex.org/S92562763",0.2415,0.1355,0.1123,0.101,0.6784,0.2616,0.3034,0.2481,0.6462,0.1585,"Environmental Entomology","Environmental Entomology","np","hybrid","Society"
"https://openalex.org/S92576693",0.2397,0.101,0.1044,0.0808,0.7222,0.1416,0.2778,0.1416,0.6559,0.1534,"Annual Review of Entomology","Annual Review of Entomology","np","diamond_OA","Non-profit"
"https://openalex.org/S9336330",0.0268,0.0371,0.0681,0.0716,0.288,0.3724,0.5482,0.4262,0.9052,0.08,"Annals of Anatomy - Anatomischer Anzeiger","Annals of Anatomy - Anatomischer Anzeiger","fp","hybrid","Society"
"https://openalex.org/S9351502",0.112,0.0849,0.1584,0.1349,0.443,0.2627,0.5419,0.2655,0.7297,0.1581,"Journal of Fish Biology","Journal of Fish Biology","fp","hybrid","other"
"https://openalex.org/S96743589",0.1384,0.0722,0.2517,0.1032,0.3606,0.1686,0.6394,0.1686,0.6099,0.1202,"Marine Ecology Progress Series","Marine Ecology Progress Series","fp","hybrid","Uni/Gov"
"https://openalex.org/S98137347",0.149,0.0786,0.2224,0.0988,0.4015,0.1897,0.5923,0.1928,0.6286,0.1212,"Conservation Biology","Conservation Biology","fp","hybrid","Society"
"https://openalex.org/S98424699",0.2436,0.1108,0.1314,0.0831,0.652,0.1728,0.3422,0.1675,0.625,0.1413,"Biological Journal of the Linnean Society","Biological Journal of the Linnean Society","np","hybrid","Society"
"https://openalex.org/S98723585",0.1417,0.0772,0.2662,0.1238,0.3567,0.1521,0.6433,0.1521,0.5921,0.1559,"Ecosphere","Ecosphere","fp","OA","Society"
"https://openalex.org/S9877893",0.1301,0.0675,0.2224,0.1185,0.3694,0.2039,0.5871,0.2268,0.6475,0.1468,"Natural Areas Journal","Natural Areas Journal","np","hybrid","Non-profit"
"https://openalex.org/S98916874",0.038,0.0383,0.1407,0.1132,0.1992,0.2046,0.7591,0.2573,0.8214,0.127,"African Journal of Range and Forage Science","African Journal of Range & Forage Science","fp","hybrid","Society"
"https://openalex.org/S99248529",0.1431,0.1377,0.2162,0.1446,0.3726,0.3459,0.5971,0.3559,0.6407,0.1562,"Bulletin of Marine Science","Bulletin of Marine Science","np","hybrid","Uni/Gov"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
